,make,model,year,owner,transmission,fuel,engine,max_power,seats,km_driven,seller_type,price_category
2135,Audi,Q7,2012,First Owner,Automatic,Diesel,2967 CC,241.4 bhp,7.0,70000,Individual,High
2136,Maruti,Vitara,2017,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,51777,Dealer,Medium
2137,Land,Rover,2013,First Owner,Automatic,Diesel,2179 CC,115 bhp,5.0,64788,Dealer,High
2138,Honda,Amaze,2018,First Owner,Manual,Petrol,1199 CC,88.76 bhp,5.0,20000,Individual,Medium
2139,Volkswagen,Polo,2018,First Owner,Manual,Petrol,999 CC,75 bhp,5.0,19000,Individual,Medium
2140,Daewoo,Matiz,2000,First Owner,Manual,Petrol,796 CC,53 bhp,5.0,46951,Individual,Low
2141,Datsun,GO,2016,First Owner,Manual,Petrol,1198 CC,67 bhp,5.0,19000,Individual,Medium
2142,Ford,EcoSport,2016,First Owner,Manual,Diesel,1498 CC,98.59 bhp,5.0,50000,Individual,Medium
2143,Hyundai,Creta,2015,First Owner,Manual,Diesel,1582 CC,126.2 bhp,5.0,60000,Individual,Medium
2144,Renault,Duster,2013,Second Owner,Manual,Diesel,1461 CC,108.45 bhp,5.0,100000,Individual,Medium
2145,Maruti,Zen,2001,First Owner,Manual,Petrol,993 CC,60 bhp,5.0,10000,Individual,Low
2146,Maruti,Swift,2012,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,50000,Individual,Medium
2147,Maruti,Wagon,2014,Second Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,74537,Individual,Medium
2148,Maruti,SX4,2009,Second Owner,Automatic,Petrol,1586 CC,103.3 bhp,5.0,90000,Individual,Low
2149,Tata,Indica,2012,Second Owner,Manual,Diesel,,,,80000,Individual,Low
2150,Chevrolet,Spark,2010,Second Owner,Manual,Petrol,995 CC,62 bhp,5.0,70000,Individual,Low
2151,Maruti,Wagon,2010,Second Owner,Manual,Petrol,1061 CC,67 bhp,5.0,80000,Individual,Low
2152,Hyundai,Xcent,2016,First Owner,Manual,Diesel,1120 CC,71 bhp,5.0,35000,Individual,Medium
2153,Chevrolet,Beat,2015,First Owner,Manual,Petrol,1199 CC,76.8 bhp,5.0,23500,Individual,Low
2154,Honda,City,2017,First Owner,Manual,Diesel,1498 CC,97.9 bhp,5.0,82000,Individual,Medium
2155,Toyota,Innova,2014,Second Owner,Manual,Diesel,2494 CC,100.6 bhp,8.0,100000,Individual,Medium
2156,Hyundai,i20,2018,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,15000,Individual,Medium
2157,Maruti,Baleno,2017,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,30000,Individual,Medium
2158,Hyundai,Grand,2016,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,30000,Individual,Medium
2159,Maruti,Celerio,2019,First Owner,Manual,Petrol,998 CC,67 bhp,5.0,11000,Individual,Medium
2160,Datsun,GO,2017,First Owner,Manual,Petrol,1198 CC,67.05 bhp,7.0,140000,Individual,Low
2161,Tata,Zest,2016,First Owner,Manual,Diesel,1248 CC,88.7 bhp,5.0,110000,Individual,Medium
2162,Maruti,Alto,2012,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,48000,Individual,Low
2163,Maruti,Swift,2012,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,70000,Individual,Medium
2164,Maruti,Swift,2018,Second Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,70000,Individual,Medium
2165,Mahindra,Scorpio,2016,First Owner,Manual,Diesel,1997 CC,120 bhp,7.0,58000,Individual,High
2166,Maruti,Wagon,2010,Fourth & Above Owner,Manual,LPG,1061 CC,57.5 bhp,5.0,40000,Individual,Low
2167,Maruti,Zen,2005,Second Owner,Manual,Petrol,993 CC,60 bhp,5.0,90000,Individual,Low
2168,Mahindra,Xylo,2010,Second Owner,Manual,Diesel,2498 CC,112 bhp,7.0,40000,Individual,Medium
2169,Mahindra,Scorpio,2013,First Owner,Manual,Diesel,2179 CC,120 bhp,9.0,110000,Individual,Medium
2170,Tata,New,2007,Second Owner,Manual,Diesel,2179 CC,138.1 bhp,7.0,80000,Individual,Low
2171,Maruti,Vitara,2017,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,60000,Individual,Medium
2172,Mahindra,Bolero,2015,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,50000,Individual,Medium
2173,Tata,Tiago,2017,First Owner,Manual,Petrol,1199 CC,84 bhp,5.0,25000,Individual,Medium
2174,Maruti,Swift,2011,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,100000,Individual,Low
2175,Maruti,Swift,2012,Third Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,52000,Individual,Medium
2176,Hyundai,i10,2010,Third Owner,Manual,Petrol,1086 CC,68.05 bhp,5.0,80000,Individual,Low
2177,Honda,Amaze,2016,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,85000,Individual,Medium
2178,Maruti,Vitara,2016,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,83000,Individual,Medium
2179,Maruti,Alto,2013,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,50000,Individual,Low
2180,Maruti,Wagon,2009,Fourth & Above Owner,Manual,Petrol,1061 CC,67 bhp,5.0,120000,Individual,Low
2181,Mahindra,Bolero,2014,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,100000,Individual,Medium
2182,Maruti,Swift,2012,Third Owner,Manual,Diesel,1248 CC,74 bhp,5.0,70000,Individual,Medium
2183,Maruti,Alto,2008,First Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,19000,Individual,Low
2184,Honda,City,2009,Third Owner,Manual,Petrol,1497 CC,118 bhp,5.0,68600,Individual,Low
2185,Mahindra,Bolero,2017,First Owner,Manual,Diesel,1493 CC,70 bhp,7.0,60000,Individual,Medium
2186,Mahindra,Bolero,2014,Second Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,65000,Individual,Medium
2187,Honda,City,2012,Second Owner,Manual,Petrol,1497 CC,116.3 bhp,5.0,40000,Individual,Medium
2188,Tata,Indica,2012,Second Owner,Manual,Diesel,,,,160000,Individual,Low
2189,Maruti,Celerio,2016,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,25000,Individual,Medium
2190,Maruti,Alto,2012,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,29500,Individual,Low
2191,Hyundai,Verna,2018,First Owner,Manual,Petrol,1591 CC,121.3 bhp,5.0,13887,Individual,Medium
2192,Maruti,Alto,2016,Second Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,50000,Individual,Medium
2193,Renault,KWID,2016,Second Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,30000,Individual,Medium
2194,Maruti,Alto,2012,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,100000,Individual,Low
2195,Chevrolet,Aveo,2011,Second Owner,Manual,Petrol,1399 CC,92.7 bhp,5.0,60000,Individual,Low
2196,Hyundai,i20,2016,Second Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,60000,Individual,Medium
2197,Tata,Indica,2011,First Owner,Manual,Diesel,1405 CC,70 bhp,5.0,120000,Individual,Low
2198,Ford,EcoSport,2017,First Owner,Manual,Petrol,1497 CC,121.36 bhp,5.0,13500,Individual,Medium
2199,Fiat,Grande,2013,First Owner,Manual,Diesel,1248 CC,75 bhp,5.0,52000,Individual,Medium
2200,Maruti,Baleno,2017,Second Owner,Manual,Petrol,1197 CC,83.1 bhp,5.0,30000,Individual,Medium
2201,Hyundai,Xcent,2017,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,14000,Individual,Medium
2202,Tata,Aria,2014,Second Owner,Manual,Diesel,2179 CC,147.9 bhp,7.0,90000,Individual,Medium
2203,Tata,Tigor,2018,First Owner,Manual,Diesel,1047 CC,69 bhp,5.0,50000,Individual,Medium
2204,Mahindra,Xylo,2010,Second Owner,Manual,Diesel,2489 CC,95 bhp,8.0,120000,Individual,Low
2205,Hyundai,EON,2018,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,10000,Individual,Medium
2206,Maruti,Baleno,2018,First Owner,Manual,Petrol,1197 CC,83.1 bhp,5.0,10000,Individual,Medium
2207,Maruti,Ciaz,2018,First Owner,Manual,Petrol,1373 CC,91.1 bhp,5.0,25000,Individual,Medium
2208,Hyundai,Verna,2017,First Owner,Manual,Petrol,1591 CC,121.3 bhp,5.0,20000,Individual,Medium
2209,Maruti,Swift,2013,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,60000,Individual,Medium
2210,Hyundai,Grand,2018,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,40000,Individual,Medium
2211,Maruti,Swift,2012,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,60000,Individual,Medium
2212,Hyundai,Xcent,2015,First Owner,Automatic,Petrol,1197 CC,82 bhp,5.0,50000,Individual,Medium
2213,Hyundai,Verna,2017,First Owner,Manual,Petrol,1591 CC,121.3 bhp,5.0,20000,Individual,Medium
2214,Maruti,Alto,2017,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,35000,Individual,Medium
2215,Maruti,Ciaz,2016,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,40000,Individual,Medium
2216,Tata,Nexon,2018,First Owner,Manual,Diesel,1497 CC,108.5 bhp,5.0,60000,Individual,Medium
2217,Hyundai,Verna,2015,First Owner,Manual,Petrol,1591 CC,121.4 bhp,5.0,20000,Individual,Medium
2218,Ford,EcoSport,2017,Second Owner,Manual,Petrol,1497 CC,121.36 bhp,5.0,30000,Individual,Medium
2219,Maruti,Alto,2015,First Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,29000,Individual,Medium
2220,Mahindra,XUV300,2019,First Owner,Manual,Diesel,1497 CC,115 bhp,5.0,17000,Individual,Medium
2221,Maruti,Wagon,2017,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,50000,Individual,Medium
2222,Hyundai,i20,2018,First Owner,Automatic,Petrol,1368 CC,98.63 bhp,5.0,42000,Individual,Medium
2223,Toyota,Innova,2011,Second Owner,Manual,Diesel,2494 CC,102 bhp,8.0,120000,Individual,Medium
2224,Mahindra,Verito,2012,First Owner,Manual,Diesel,1461 CC,65 bhp,5.0,110000,Individual,Low
2225,Tata,Indigo,2012,First Owner,Manual,Diesel,1396 CC,70 bhp,5.0,90000,Individual,Low
2226,Maruti,Dzire,2020,First Owner,Manual,Petrol,1197 CC,88.50 bhp,5.0,70000,Individual,Medium
2227,Volkswagen,Vento,2011,Second Owner,Manual,Diesel,1598 CC,105 bhp,5.0,66000,Individual,Medium
2228,Hyundai,Verna,2011,Third Owner,Manual,Diesel,1493 CC,110 bhp,5.0,70000,Individual,Medium
2229,Hyundai,Creta,2018,First Owner,Automatic,Petrol,1591 CC,121.3 bhp,5.0,5000,Individual,High
2230,Mahindra,Verito,2014,Second Owner,Manual,Diesel,1461 CC,65 bhp,5.0,50000,Individual,Low
2231,Skoda,Rapid,2019,First Owner,Manual,Petrol,1598 CC,103.2 bhp,5.0,25000,Individual,Medium
2232,Maruti,Swift,2013,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,70000,Individual,Medium
2233,Maruti,800,2006,Second Owner,Manual,Petrol,796 CC,37 bhp,4.0,40000,Individual,Low
2234,Mahindra,XUV500,2016,First Owner,Manual,Diesel,2179 CC,140 bhp,7.0,110000,Individual,High
2235,Tata,New,2009,First Owner,Manual,Diesel,2179 CC,138 bhp,7.0,150000,Individual,Medium
2236,Tata,Indica,2014,First Owner,Manual,Diesel,1405 CC,70 bhp,5.0,45000,Individual,Medium
2237,Tata,Indigo,2005,Third Owner,Manual,Diesel,1405 CC,70 bhp,5.0,90000,Individual,Low
2238,Tata,New,2011,Second Owner,Manual,Diesel,2179 CC,138.1 bhp,7.0,140000,Individual,Low
2239,Ford,Ikon,2003,Second Owner,Manual,Petrol,1299 CC,70 bhp,5.0,83000,Individual,Low
2240,Volkswagen,Jetta,2011,Second Owner,Automatic,Diesel,1968 CC,138.1 bhp,5.0,106000,Individual,Medium
2241,Chevrolet,Aveo,2008,Fourth & Above Owner,Manual,Petrol,1150 CC,74.9 bhp,5.0,60000,Individual,Low
2242,Maruti,Omni,2017,Second Owner,Manual,Petrol,796 CC,34.2 bhp,8.0,40000,Individual,Low
2243,Hyundai,i20,2011,Third Owner,Manual,Petrol,1197 CC,80 bhp,5.0,138000,Individual,Medium
2244,Maruti,Alto,2015,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,80000,Individual,Medium
2245,Hyundai,Getz,2005,Second Owner,Manual,Petrol,1341 CC,83 bhp,5.0,50000,Individual,Low
2246,Chevrolet,Sail,2015,First Owner,Manual,Petrol,1199 CC,82.4 bhp,5.0,50000,Individual,Medium
2247,Maruti,Ritz,2009,First Owner,Manual,Petrol,1197 CC,85.80 bhp,5.0,120000,Individual,Low
2248,Maruti,Swift,2018,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,24400,Individual,Medium
2249,Mahindra,Bolero,2013,Second Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,60000,Individual,Medium
2250,Maruti,Ritz,2010,Second Owner,Manual,Petrol,1197 CC,85.80 bhp,5.0,120000,Individual,Low
2251,Hyundai,Verna,2015,Second Owner,Manual,Diesel,1396 CC,88.7 bhp,5.0,60000,Individual,Medium
2252,Maruti,Alto,2011,Second Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,100000,Individual,Low
2253,Hyundai,Santro,2007,Second Owner,Manual,CNG,,,,60000,Individual,Low
2254,Maruti,800,2011,Second Owner,Manual,Petrol,796 CC,37 bhp,4.0,120000,Individual,Low
2255,Renault,KWID,2016,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,27500,Individual,Medium
2256,Maruti,800,2007,First Owner,Manual,Petrol,796 CC,37 bhp,4.0,10000,Individual,Low
2257,Hyundai,i20,2010,Third Owner,Manual,Petrol,1197 CC,80 bhp,5.0,120000,Individual,Low
2258,Maruti,Swift,2009,Second Owner,Manual,Diesel,,,,70000,Individual,Low
2259,Hyundai,i20,2015,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,80000,Individual,Medium
2260,Tata,Indigo,2013,First Owner,Manual,Petrol,1193 CC,64.1 bhp,5.0,120000,Individual,Low
2261,Hyundai,Xcent,2015,First Owner,Manual,Diesel,1120 CC,71.01 bhp,5.0,90000,Individual,Medium
2262,Ford,Figo,2013,First Owner,Manual,Diesel,1399 CC,68.1 bhp,5.0,70000,Individual,Low
2263,Renault,Duster,2014,Second Owner,Manual,Diesel,1461 CC,108.45 bhp,5.0,188000,Individual,Medium
2264,Chevrolet,Spark,2011,First Owner,Manual,Petrol,995 CC,62 bhp,5.0,67840,Individual,Low
2265,Tata,Nano,2013,First Owner,Manual,Petrol,624 CC,37.48 bhp,4.0,30000,Individual,Low
2266,Maruti,Alto,2016,Second Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,35000,Individual,Low
2267,Maruti,Swift,2010,Second Owner,Manual,Diesel,,,,150000,Individual,Low
2268,Maruti,Vitara,2017,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,100000,Individual,Medium
2269,Maruti,Wagon,2017,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,30000,Individual,Medium
2270,Hyundai,Grand,2016,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,70000,Individual,Medium
2271,Toyota,Qualis,2003,First Owner,Manual,Diesel,,,,149032,Individual,Low
2272,Mahindra,Bolero,2010,Second Owner,Manual,Diesel,2523 CC,63 bhp,7.0,380000,Individual,Low
2273,Toyota,Etios,2011,First Owner,Manual,Petrol,,,,84050,Individual,Low
2274,Volkswagen,Polo,2018,First Owner,Manual,Petrol,1199 CC,74 bhp,5.0,15000,Individual,Medium
2275,Ford,Ikon,2009,Second Owner,Manual,Diesel,1399 CC,68 bhp,5.0,140000,Individual,Low
2276,Maruti,Omni,2010,Third Owner,Manual,Petrol,796 CC,35 bhp,8.0,120000,Individual,Low
2277,Maruti,Swift,2007,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,112880,Dealer,Low
2278,Tata,Indica,2013,Second Owner,Manual,Diesel,1405 CC,70 bhp,5.0,135000,Dealer,Low
2279,Maruti,Wagon,2006,Third Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,80000,Individual,Low
2280,Chevrolet,Beat,2012,Third Owner,Manual,Petrol,1199 CC,79.4 bhp,5.0,128000,Individual,Low
2281,Mahindra,Bolero,2011,First Owner,Manual,Diesel,2523 CC,63 bhp,7.0,120000,Individual,Medium
2282,Maruti,SX4,2010,First Owner,Automatic,Petrol,1586 CC,103.2 bhp,5.0,30000,Individual,Medium
2283,Tata,Nexon,2018,First Owner,Manual,Petrol,1198 CC,108.5 bhp,5.0,70000,Individual,Medium
2284,Hyundai,i20,2015,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,41000,Individual,Medium
2285,Toyota,Etios,2011,First Owner,Manual,Petrol,,,,28100,Individual,Medium
2286,Maruti,Alto,2006,Second Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,30000,Individual,Low
2287,Maruti,Alto,2015,First Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,30000,Individual,Medium
2288,Hyundai,Accent,2011,First Owner,Manual,Petrol,1495 CC,93.7 bhp,5.0,35000,Individual,Low
2289,Maruti,SX4,2010,First Owner,Manual,Petrol,1586 CC,104.68 bhp,5.0,22000,Individual,Medium
2290,Maruti,Wagon,2006,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,70000,Individual,Low
2291,Maruti,Omni,2005,Second Owner,Manual,Petrol,,,,100000,Individual,Low
2292,Mahindra,Bolero,2018,First Owner,Manual,Diesel,1493 CC,70 bhp,7.0,70000,Individual,Medium
2293,Mahindra,Scorpio,2005,Second Owner,Manual,Diesel,2179 CC,120 bhp,8.0,200000,Individual,Low
2294,Tata,Safari,2011,First Owner,Manual,Diesel,2179 CC,138.03 bhp,7.0,120000,Individual,Medium
2295,Maruti,Ignis,2019,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,3000,Individual,Medium
2296,Maruti,Alto,2012,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,50000,Individual,Low
2297,Mahindra,Bolero,2013,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,50000,Individual,Medium
2298,Honda,Jazz,2019,First Owner,Automatic,Petrol,1199 CC,88.7 bhp,5.0,1500,Individual,Medium
2299,Volkswagen,Vento,2017,First Owner,Manual,Diesel,1498 CC,108.6 bhp,5.0,74000,Individual,Medium
2300,Honda,Jazz,2017,First Owner,Manual,Petrol,1199 CC,88.7 bhp,5.0,25000,Individual,Medium
2301,Honda,Jazz,2016,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,61915,Individual,Medium
2302,Hyundai,EON,2016,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,110000,Individual,Low
2303,Volkswagen,Polo,2016,First Owner,Manual,Diesel,1498 CC,88 bhp,5.0,70000,Individual,Medium
2304,Maruti,Swift,2007,Fourth & Above Owner,Manual,Diesel,1248 CC,75 bhp,5.0,150000,Individual,Low
2305,Mahindra,Quanto,2013,Second Owner,Manual,Diesel,1493 CC,100 bhp,7.0,110000,Individual,Medium
2306,Chevrolet,Beat,2014,Second Owner,Manual,Diesel,936 CC,56.3 bhp,5.0,90000,Individual,Low
2307,Ford,Figo,2010,Third Owner,Manual,Petrol,1196 CC,70 bhp,5.0,120000,Individual,Low
2308,Toyota,Innova,2016,First Owner,Manual,Diesel,2494 CC,100.6 bhp,8.0,65000,Individual,High
2309,Maruti,Wagon,2019,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,10000,Individual,Medium
2310,Hyundai,i10,2009,Second Owner,Manual,Petrol,1197 CC,78.9 bhp,5.0,80000,Individual,Low
2311,Maruti,Ertiga,2013,First Owner,Manual,Diesel,1248 CC,88.76 bhp,7.0,184000,Individual,Medium
2312,Maruti,Wagon,2013,Second Owner,Manual,CNG,998 CC,58.33 bhp,5.0,80000,Individual,Low
2313,Maruti,Zen,2005,Second Owner,Manual,Petrol,993 CC,60 bhp,5.0,70000,Individual,Low
2314,Maruti,SX4,2008,Second Owner,Manual,Petrol,1586 CC,104.68 bhp,5.0,89000,Individual,Low
2315,Honda,Brio,2014,First Owner,Manual,Petrol,1198 CC,86.8 bhp,5.0,33033,Dealer,Medium
2316,Maruti,Swift,2013,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,69000,Individual,Medium
2317,Hyundai,Grand,2015,First Owner,Automatic,Petrol,1197 CC,82 bhp,5.0,63063,Dealer,Medium
2318,Tata,Indica,2012,Second Owner,Manual,Diesel,1396 CC,69 bhp,5.0,90000,Individual,Low
2319,Hyundai,EON,2017,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,8000,Individual,Medium
2320,Hyundai,i20,2012,First Owner,Manual,Petrol,1197 CC,80 bhp,5.0,35000,Individual,Medium
2321,Hyundai,i20,2011,First Owner,Manual,Petrol,1197 CC,80 bhp,5.0,45000,Individual,Medium
2322,Fiat,Linea,2011,First Owner,Manual,Diesel,1248 CC,91.2 bhp,5.0,30000,Individual,Low
2323,Maruti,800,2006,Second Owner,Manual,Petrol,796 CC,37 bhp,4.0,59000,Individual,Low
2324,Maruti,Ertiga,2018,First Owner,Manual,Petrol,1462 CC,103 bhp,7.0,6200,Individual,Medium
2325,Maruti,Celerio,2020,Second Owner,Manual,Petrol,998 CC,67 bhp,5.0,120000,Individual,Low
2326,Maruti,Wagon,2016,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,70000,Individual,Medium
2327,Maruti,Omni,1998,First Owner,Manual,Petrol,796 CC,35 bhp,5.0,70000,Individual,Low
2328,Mahindra,Scorpio,2017,First Owner,Manual,Diesel,2523 CC,75 bhp,7.0,110000,Individual,Medium
2329,Hyundai,Santro,2004,First Owner,Manual,Petrol,,,,158000,Individual,Low
2330,Chevrolet,Spark,2007,Third Owner,Manual,Petrol,995 CC,62 bhp,5.0,93000,Individual,Low
2331,Chevrolet,Tavera,2014,First Owner,Manual,Diesel,2499 CC,72.4 bhp,10.0,110000,Individual,Medium
2332,Maruti,Alto,2007,First Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,57000,Individual,Low
2333,Hyundai,Accent,2005,First Owner,Manual,Petrol,1495 CC,94 bhp,5.0,120000,Individual,Low
2334,Tata,Indigo,2012,First Owner,Manual,Diesel,1396 CC,69 bhp,5.0,35000,Individual,Low
2335,Tata,Indigo,2012,First Owner,Manual,Diesel,1396 CC,69 bhp,5.0,90000,Individual,Low
2336,Tata,Indigo,2012,Second Owner,Manual,Diesel,1396 CC,69 bhp,5.0,35000,Individual,Low
2337,Maruti,Swift,2009,First Owner,Manual,Petrol,1298 CC,85.8 bhp,5.0,120000,Individual,Low
2338,Hyundai,Creta,2018,First Owner,Manual,Diesel,1396 CC,88.7 bhp,5.0,60000,Individual,Medium
2339,Tata,Indigo,2011,First Owner,Manual,Diesel,1396 CC,69 bhp,5.0,70000,Individual,Low
2340,Maruti,Zen,1999,Fourth & Above Owner,Manual,Petrol,993 CC,60 bhp,5.0,60000,Individual,Low
2341,Honda,Amaze,2013,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,100000,Individual,Medium
2342,Hyundai,i10,2008,First Owner,Manual,Petrol,1197 CC,78.9 bhp,5.0,35000,Individual,Low
2343,Maruti,Swift,2008,Third Owner,Manual,Diesel,1248 CC,75 bhp,5.0,90000,Individual,Low
2344,Hyundai,i20,2015,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,50000,Individual,Medium
2345,Hyundai,i20,2011,First Owner,Manual,Petrol,1197 CC,80 bhp,5.0,98000,Individual,Medium
2346,Hyundai,i20,2013,First Owner,Manual,Petrol,1197 CC,82.85 bhp,5.0,30000,Individual,Medium
2347,Hyundai,Elantra,2013,Second Owner,Manual,Petrol,1797 CC,147.5 bhp,5.0,50000,Individual,Medium
2348,Hyundai,Grand,2016,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,26000,Individual,Medium
2349,Maruti,Alto,2011,Second Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,46000,Individual,Low
2350,Maruti,Alto,2010,Fourth & Above Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,80000,Individual,Low
2351,Tata,Tiago,2019,First Owner,Manual,Petrol,1199 CC,84 bhp,5.0,10000,Individual,Medium
2352,Maruti,Alto,2015,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,16700,Individual,Medium
2353,Maruti,Swift,2018,First Owner,Manual,Diesel,1248 CC,74.02 bhp,5.0,70000,Individual,Medium
2354,Maruti,Swift,2015,First Owner,Manual,Petrol,1197 CC,83.14 bhp,5.0,7967,Individual,Medium
2355,Maruti,Swift,2018,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,20000,Individual,Medium
2356,Maruti,Swift,2011,First Owner,Manual,Diesel,,,,50000,Individual,Medium
2357,Renault,KWID,2016,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,9656,Individual,Medium
2358,Hyundai,i10,2011,First Owner,Manual,Petrol,1086 CC,68.05 bhp,5.0,50000,Individual,Low
2359,Ford,Freestyle,2019,First Owner,Manual,Diesel,1498 CC,98.63 bhp,5.0,17000,Individual,Medium
2360,Chevrolet,Spark,2010,First Owner,Manual,Petrol,995 CC,62 bhp,5.0,50000,Individual,Low
2361,Renault,KWID,2015,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,10000,Individual,Medium
2362,Hyundai,i20,2013,Second Owner,Manual,Petrol,1197 CC,82.85 bhp,5.0,43000,Individual,Medium
2363,Hyundai,Verna,2013,First Owner,Manual,Diesel,1396 CC,88.7 bhp,5.0,50000,Individual,Medium
2364,Maruti,Wagon,2006,Second Owner,Manual,Petrol,998 CC,67 bhp,5.0,90000,Individual,Low
2365,Mahindra,Xylo,2012,Second Owner,Manual,Diesel,2498 CC,112 bhp,8.0,100000,Individual,Medium
2366,Hyundai,Santro,2010,Second Owner,Manual,Petrol,1086 CC,62.1 bhp,5.0,80000,Individual,Low
2367,Mahindra,Bolero,2012,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,120000,Individual,Medium
2368,Maruti,Swift,2019,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,5000,Individual,Medium
2369,Ford,Ecosport,2016,First Owner,Manual,Diesel,1498 CC,89.84 bhp,5.0,68609,Dealer,Medium
2370,Ford,EcoSport,2018,First Owner,Manual,Diesel,1498 CC,98.59 bhp,5.0,33360,Dealer,Medium
2371,Nissan,Kicks,2019,First Owner,Manual,Petrol,1498 CC,104.55 bhp,5.0,14317,Dealer,Medium
2372,Ford,Figo,2012,Second Owner,Manual,Diesel,1399 CC,68.05 bhp,5.0,87237,Dealer,Low
2373,Ford,Figo,2017,First Owner,Manual,Diesel,1498 CC,99 bhp,5.0,62960,Dealer,Medium
2374,Maruti,Swift,2017,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,26634,Dealer,Medium
2375,Ford,Figo,2012,First Owner,Manual,Diesel,1399 CC,68 bhp,5.0,163720,Dealer,Low
2376,Maruti,Wagon,2012,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,67998,Dealer,Low
2377,Ford,Freestyle,2018,First Owner,Manual,Diesel,1499 CC,98.63 bhp,5.0,20706,Dealer,Medium
2378,Ford,Figo,2015,First Owner,Manual,Diesel,1498 CC,99 bhp,5.0,100581,Dealer,Medium
2379,Renault,Duster,2015,First Owner,Manual,Diesel,1461 CC,83.8 bhp,5.0,67303,Dealer,Medium
